responseid,site,condition,is_mindfulness,age,gender_label,country_live,country_birth,english_first_language,eng_level,meditation_naive,duration_in_seconds,progress,finished,stai_total,stai1,stai2,stai3,stai4,stai5,stai6,stai7,stai8,stai9,stai10,stai11,stai12,stai13,stai14,stai15,stai16,stai17,stai18,stai19,stai20,sam_valence,sam_arousal,sam_dominance,ipip1,ipip2,ipip3,ipip4,ipip5,ipip6,ipip7,ipip8,ipip9,ipip10,ipip11,ipip12,ipip13,ipip14,ipip15,ipip16,ipip17,ipip18,ipip19,ipip20,ipip_raw_mean
R_1CHCxznIpMsdedR,flor,body_scan,1,20.0,female,United States,United States,1,3.0,1,1212,100,1,25.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,7.0,2.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.35
R_129jJZbtMFnyHWC,iowa,control_book,0,18.0,male,United States,United States,1,2.0,1,1660,100,1,48.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.7
R_3m2KlDLflOBslxH,flor,mindful_breathing,1,22.0,female,United States,United States,1,3.0,1,1159,100,1,30.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,7.0,2.0,7.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.75
R_2aeRALSq1WQ6H8s,iowa,loving_kindness,1,19.0,male,United States,United States,1,3.0,1,973,100,1,50.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R_UouuEopfEsO3R2F,iowa,mindful_walking,1,19.0,male,United States,United States,1,3.0,1,1043,100,1,51.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R_z6zopsQEQ8Qi3br,iowa,control_book,0,,male,United States,United States,1,3.0,1,1284,100,1,35.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,7.0,4.0,6.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.25
R_2zAoUca33LIedd8,indi,loving_kindness,1,18.0,male,United States,United States,1,2.0,1,1553,100,1,26.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,8.0,2.0,7.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.75
R_3L6DL30Y2nLWO32,glen,mindful_breathing,1,28.0,male,United States,United States,1,3.0,1,1259,100,1,34.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.2
R_3sbinC5yAdVRuhr,glen,body_scan,1,23.0,female,United States,United States,1,2.0,1,363585,100,1,25.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,9.0,2.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.5
R_124JMqODPSXGBcx,hous,mindful_breathing,1,20.0,female,United States,United States,0,3.0,1,1093,100,1,26.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,7.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.15
R_5aUy77y0X6wRZtL,canb,mindful_walking,1,20.0,female,Australia,Australia,1,3.0,1,1215,100,1,30.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,7.0,5.0,6.0,3.0,4.0,3.0,2.0,4.0,5.0,1.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,5.0,3.25
R_21zHheznN7YgkoB,glen,loving_kindness,1,18.0,male,United States,United States,1,2.0,1,1678,100,1,47.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,5.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0
R_2fxrTVxfF8PZjIL,canb,control_book,0,19.0,female,Australia,Australia,1,3.0,1,1452,100,1,30.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,6.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.5
R_2WA9wQXKmDQbOyi,glen,body_scan,1,26.0,female,United States,United States,1,3.0,1,1652,100,1,35.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,6.0,7.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.15
R_2cjASahBMisD40p,seeb,control_book,0,20.0,female,Austria,Austria,0,2.0,1,2125,100,1,39.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,7.0,5.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,3.05
R_3oWPrG0YGFm0ODN,nort2,control_book,0,75.0,female,United Kingdom,United Kingdom,1,3.0,1,312361,99,0,24.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,8.0,2.0,8.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,4.0,5.0,2.9
R_2oBb1wnKOOs8yWJ,seeb,loving_kindness,1,21.0,female,Austria,Austria,0,2.0,1,1994,100,1,21.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,3.0,7.0,2.0,1.0,1.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,5.0,4.0,2.0,1.0,3.35
R_3duGTw2AzJOPUFb,wurz,mindful_walking,1,19.0,female,Germany,Germany,0,2.0,1,2667,100,1,33.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,8.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.3
R_1luuZOCKkg6tbTA,seeb,mindful_breathing,1,31.0,male,Austria,Austria,0,2.0,1,1973,100,1,42.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,2.0,9.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.25
R_1BQ36a5ciXflPzy,nort2,mindful_breathing,1,73.0,female,United Kingdom,United Kingdom,1,3.0,1,1342,99,0,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,2.0,4.0,1.0,2.35
R_umt1Jz8UHcIGdaN,suny,mindful_walking,1,18.0,male,United States,United States,1,3.0,1,2905,100,1,21.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,2.0,9.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0
R_1Nm5gVBeCS7YZXg,utah,mindful_breathing,1,21.0,female,United States,United States,1,3.0,1,1204,100,1,32.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,7.0,3.0,5.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.2
R_wTz8fNDGNn2wXFD,lime,control_book,0,22.0,male,Ireland,Ireland,1,3.0,1,1987,99,0,33.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,7.0,4.0,6.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0
R_QfyphaQUdy4Lom5,spri,body_scan,1,18.0,female,United States,United States,1,2.0,1,1230,100,1,36.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,7.0,2.0,9.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.2
R_0O3AEnmPUbe3P7r,merc,control_book,0,20.0,female,United States,United States,1,3.0,1,1347,100,1,55.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,7.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.65
R_3HAHQmmGhQL5Tvb,merc,control_book,0,20.0,male,United States,United States,1,3.0,1,1052,100,1,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.5
R_1K26vPuQkXbVjTu,lime,loving_kindness,1,20.0,female,Ireland,Ireland,1,3.0,1,1446,99,0,29.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,7.0,4.0,6.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.05
R_2Y54udjCT8YT3tn,spri,mindful_walking,1,20.0,female,United States,United States,1,3.0,1,2763,100,1,45.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.1
R_1pYCtJmYDZPmVyF,glen,mindful_breathing,1,41.0,female,United States,United States,1,3.0,1,1375,100,1,26.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,9.0,4.0,7.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,5.0,4.0,2.7
R_2zYnrg3MnguQC46,loyo,body_scan,1,20.0,female,United States,United States,1,3.0,1,1301,100,1,24.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,8.0,4.0,8.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.9
R_24iyiq69TaAgDLa,spri,body_scan,1,19.0,female,United States,United States,1,3.0,1,1198,100,1,50.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R_2fJ6vZD3WGHAlC0,nort2,control_book,0,80.0,male,United Kingdom,Egypt,1,3.0,1,1423,100,1,34.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,8.0,5.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,2.9
R_24P1KuqegqtlwY9,witt,loving_kindness,1,21.0,male,United States,United Kingdom,1,3.0,1,1333,100,1,40.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,7.0,3.0,6.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.2
R_2Qiz5N3qOm4RzbO,seeb,control_book,0,24.0,female,Germany,Germany,0,2.0,1,1261,100,1,61.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,6.0,3.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.25
R_OGSK0giblZNjnmV,flor,mindful_breathing,1,18.0,female,United States,United States,1,3.0,1,3090,100,1,42.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,6.0,4.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0
R_2YQEYlpoh3q7NTn,suny,body_scan,1,22.0,male,United States,United States,1,3.0,1,1217,100,1,23.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4
R_3FLqVfly4WYO0xR,glen,mindful_walking,1,20.0,female,United States,United States,1,3.0,1,3407,100,1,36.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,7.0,4.0,8.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.75
R_2cilriiAK9GC11W,glen,mindful_breathing,1,23.0,female,United States,United States,1,3.0,1,1316,100,1,44.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,6.0,5.0,7.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.45
R_27dvPEe2uqWcNRO,hous,loving_kindness,1,19.0,female,United States,United States,0,2.0,1,2178,100,1,52.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,3.1
R_2R82YTtfgUTo27f,hous,mindful_walking,1,21.0,male,United States,United States,1,3.0,1,1237,100,1,27.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,8.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.05
R_3jcz0FYzX0tYWwW,wurz,loving_kindness,1,23.0,female,Germany,Germany,0,2.0,1,7566,100,1,38.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,3.0,5.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.85
R_1QLYD80JpsPgngo,glen,mindful_walking,1,36.0,female,United States,United States,1,3.0,1,1263,100,1,42.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,3.0,6.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.85
R_D1rUu5ht2gg7odP,merc,body_scan,1,21.0,female,United States,United States,1,3.0,1,1209,100,1,39.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,4.0,7.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.25
R_3r2RUcYJUtoio2R,spri,mindful_walking,1,20.0,female,United States,China,0,2.0,1,1170,100,1,36.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,7.0,6.0,9.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.15
R_3DtKKchk2jb4cyU,merc,control_book,0,22.0,female,United States,United States,1,3.0,1,1191,100,1,33.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,7.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,3.5
R_pa9qViZw1scK1Xz,glen,body_scan,1,26.0,female,United States,United States,1,3.0,1,5115,100,1,71.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.05
R_2BlX9kuBVRlH112,loyo,mindful_breathing,1,19.0,female,United States,United States,1,2.0,1,1042,100,1,34.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,7.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,2.95
R_1DJdlhH62rw81P6,utah,loving_kindness,1,45.0,female,United States,United States,1,3.0,1,1491,100,1,29.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,7.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.9
R_RwclHiDhU9IEwtr,merc,body_scan,1,20.0,female,United States,United States,1,3.0,1,1285,100,1,44.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.05
R_12R4tSX5uMANvbQ,jose,control_book,0,18.0,female,United States,United States,1,3.0,1,9334,100,1,48.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.05
R_1GQEoruFatA0QTm,glen,mindful_walking,1,22.0,female,United States,United States,1,3.0,1,1152,100,1,69.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,9.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,3.25
R_3JgWsrh1u55nykl,glen,mindful_breathing,1,20.0,female,United States,United States,1,3.0,1,1333,100,1,54.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,7.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.4
R_2EF3wkWJszULE1c,glen,control_book,0,18.0,female,Arizona,United States,1,2.0,1,1863,100,1,33.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,7.0,4.0,9.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,3.25
R_3pmbDV3SZYcxvVv,utah,loving_kindness,1,,male,"South Korea (For The Moment, I Am Studying In The University Of Utah, So You Could Say That I Am Living In The U.S. For The Moment)",South Korea,0,2.0,1,4280,100,1,31.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,7.0,4.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.4
R_r28K3qgs2sGAIud,cali,mindful_walking,1,18.0,female,Canada,Romania,0,2.0,1,1228,100,1,27.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,4.0,7.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.6
R_2v7U4NBfpMRCN1w,glen,mindful_breathing,1,38.0,female,United States,United States,1,3.0,1,1319,100,1,44.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,7.0,1.0,3.0,1.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,3.15
R_2YgDCZkw4MW8GC8,jose,mindful_walking,1,19.0,male,United States,United States,1,3.0,1,1385,100,1,30.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,7.0,3.0,6.0,5.0,5.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,3.55
